sale_id,date_id,product_id,customer_id,region_id,quantity,unit_price,cost,revenue
2506,20230320,P045,C0357,R02,1,348.35,226.7,348.35
2507,20230622,P045,C0340,R04,6,348.35,226.7,2090.1
2508,20240411,P049,C0061,R03,9,57.48,35.39,517.32
2509,20240803,P027,C0125,R02,9,84.46,49.62,760.14
2510,20240220,P039,C0456,R03,7,158.36,117.81,1108.52
2511,20240324,P040,C0071,R03,7,108.18,81.5,757.26
2512,20230328,P013,C0326,R03,8,74.22,58.39,593.76
2513,20230411,P023,C0395,R03,2,80.45,45.34,160.9
2514,20230108,P016,C0364,R04,6,404.23,243.04,2425.38
2515,20230719,P030,C0466,R04,5,147.33,94.16,736.65
2516,20240519,P004,C0243,R03,5,151.83,79.9,759.15
2517,20230328,P040,C0490,R03,3,108.18,81.5,324.54
2518,20230212,P016,C0249,R02,3,404.23,243.04,1212.69
2519,20240120,P031,C0221,R02,6,360.1,199.58,2160.6
2520,20240912,P042,C0473,R01,7,225.71,134.9,1579.97
2521,20240310,P025,C0447,R04,1,50.96,28.18,50.96
2522,20240212,P044,C0021,R03,3,339.56,262.31,1018.68
2523,20240427,P012,C0494,R04,1,326.31,239.73,326.31
2524,20241025,P026,C0387,R02,3,413.09,285.24,1239.27
2525,20230117,P037,C0082,R04,5,255.5,152.31,1277.5
2526,20241006,P048,C0344,R04,9,211.76,145.97,1905.84
2527,20230528,P033,C0367,R03,3,63.32,50.52,189.96
2528,20231004,P028,C0486,R03,9,28.68,21.15,258.12
2529,20230820,P009,C0010,R02,1,253.9,197.29,253.9
2530,20240101,P012,C0411,R03,6,326.31,239.73,1957.86
2531,20230816,P005,C0012,R02,9,347.75,175.99,3129.75
2532,20241012,P028,C0263,R02,5,28.68,21.15,143.4
2533,20240311,P035,C0145,R01,2,231.63,118.3,463.26
2534,20240203,P005,C0449,R01,5,347.75,175.99,1738.75
2535,20230730,P034,C0192,R01,1,466.74,320.55,466.74
2536,20240126,P046,C0250,R04,9,32.5,22.65,292.5
2537,20240513,P034,C0114,R01,9,466.74,320.55,4200.66
2538,20240623,P013,C0026,R03,6,74.22,58.39,445.32
2539,20240716,P039,C0271,R03,9,158.36,117.81,1425.24
2540,20240505,P042,C0499,R01,3,225.71,134.9,677.13
2541,20240317,P045,C0033,R04,4,348.35,226.7,1393.4
2542,20230918,P048,C0062,R02,6,211.76,145.97,1270.56
2543,20231216,P014,C0229,R04,4,361.16,243.45,1444.64
2544,20231218,P011,C0303,R04,1,169.75,94.4,169.75
2545,20240603,P042,C0095,R02,7,225.71,134.9,1579.97
2546,20231116,P038,C0035,R02,5,306.14,171.05,1530.7
2547,20230518,P004,C0193,R02,8,151.83,79.9,1214.64
2548,20240703,P033,C0456,R03,9,63.32,50.52,569.88
2549,20240914,P007,C0076,R02,5,484.2,305.9,2421.0
2550,20240103,P041,C0379,R02,8,275.86,159.33,2206.88
2551,20230808,P008,C0249,R04,1,59.74,43.97,59.74
2552,20231203,P037,C0083,R04,1,255.5,152.31,255.5
2553,20230811,P010,C0025,R01,7,219.74,149.38,1538.18
2554,20241009,P043,C0057,R04,6,201.16,114.83,1206.96
2555,20231226,P015,C0032,R02,5,490.49,345.6,2452.45
2556,20231125,P038,C0319,R03,5,306.14,171.05,1530.7
2557,20240407,P015,C0012,R04,9,490.49,345.6,4414.41
2558,20240714,P005,C0319,R04,1,347.75,175.99,347.75
2559,20240117,P029,C0333,R02,8,362.55,269.17,2900.4
2560,20240812,P019,C0092,R04,2,169.19,131.69,338.38
2561,20240908,P010,C0001,R04,7,219.74,149.38,1538.18
2562,20230618,P012,C0435,R02,6,326.31,239.73,1957.86
2563,20230805,P004,C0326,R04,2,151.83,79.9,303.66
2564,20240113,P031,C0136,R03,3,360.1,199.58,1080.3
2565,20230429,P018,C0196,R01,4,186.22,134.15,744.88
2566,20230709,P016,C0133,R04,7,404.23,243.04,2829.61
2567,20240105,P040,C0473,R03,8,108.18,81.5,865.44
2568,20230529,P036,C0086,R04,2,369.88,186.86,739.76
2569,20241106,P025,C0476,R01,8,50.96,28.18,407.68
2570,20241013,P023,C0295,R02,9,80.45,45.34,724.05
2571,20240502,P012,C0279,R01,7,326.31,239.73,2284.17
2572,20240109,P034,C0324,R04,1,466.74,320.55,466.74
2573,20241123,P036,C0180,R01,6,369.88,186.86,2219.28
2574,20230609,P037,C0004,R01,8,255.5,152.31,2044.0
2575,20231217,P003,C0126,R02,5,468.86,338.03,2344.3
2576,20231015,P009,C0175,R04,2,253.9,197.29,507.8
2577,20231015,P018,C0251,R01,5,186.22,134.15,931.1
2578,20230814,P043,C0021,R01,8,201.16,114.83,1609.28
2579,20240606,P035,C0485,R02,2,231.63,118.3,463.26
2580,20240605,P034,C0440,R03,1,466.74,320.55,466.74
2581,20230930,P041,C0105,R04,4,275.86,159.33,1103.44
2582,20240206,P014,C0066,R03,4,361.16,243.45,1444.64
2583,20230702,P004,C0443,R03,9,151.83,79.9,1366.47
2584,20241026,P029,C0263,R02,3,362.55,269.17,1087.65
2585,20240502,P041,C0049,R02,4,275.86,159.33,1103.44
2586,20230504,P045,C0016,R04,3,348.35,226.7,1045.05
2587,20240917,P050,C0145,R03,2,125.59,75.59,251.18
2588,20240218,P015,C0340,R01,4,490.49,345.6,1961.96
2589,20241225,P028,C0250,R03,8,28.68,21.15,229.44
2590,20230621,P042,C0343,R02,1,225.71,134.9,225.71
2591,20231015,P016,C0354,R01,8,404.23,243.04,3233.84
2592,20240310,P012,C0075,R01,8,326.31,239.73,2610.48
2593,20241116,P005,C0290,R02,3,347.75,175.99,1043.25
2594,20230423,P034,C0417,R01,6,466.74,320.55,2800.44
2595,20230502,P042,C0282,R03,4,225.71,134.9,902.84
2596,20240627,P001,C0066,R02,1,497.64,256.53,497.64
2597,20230810,P039,C0125,R04,1,158.36,117.81,158.36
2598,20240922,P032,C0319,R02,5,281.99,195.71,1409.95
2599,20230208,P026,C0087,R04,8,413.09,285.24,3304.72
2600,20240511,P017,C0041,R04,1,431.41,265.08,431.41
2601,20230821,P048,C0470,R02,2,211.76,145.97,423.52
2602,20240613,P027,C0186,R02,7,84.46,49.62,591.22
2603,20230529,P024,C0354,R04,8,452.48,298.46,3619.84
2604,20240201,P035,C0380,R04,3,231.63,118.3,694.89
2605,20241022,P046,C0335,R01,8,32.5,22.65,260.0
2606,20240929,P042,C0266,R02,1,225.71,134.9,225.71
2607,20231029,P039,C0271,R02,9,158.36,117.81,1425.24
2608,20231226,P026,C0042,R01,2,413.09,285.24,826.18
2609,20230826,P049,C0093,R02,2,57.48,35.39,114.96
2610,20241008,P038,C0185,R01,4,306.14,171.05,1224.56
2611,20241024,P023,C0215,R01,3,80.45,45.34,241.35
2612,20230824,P022,C0017,R02,4,473.23,260.98,1892.92
2613,20230722,P004,C0444,R03,6,151.83,79.9,910.98
2614,20230913,P049,C0265,R04,7,57.48,35.39,402.36
2615,20240820,P009,C0114,R02,5,253.9,197.29,1269.5
2616,20241023,P004,C0292,R03,2,151.83,79.9,303.66
2617,20230823,P007,C0457,R01,3,484.2,305.9,1452.6
2618,20231211,P023,C0464,R03,3,80.45,45.34,241.35
2619,20240617,P002,C0292,R02,5,47.04,37.58,235.2
2620,20240410,P049,C0048,R02,5,57.48,35.39,287.4
2621,20240624,P024,C0307,R03,4,452.48,298.46,1809.92
2622,20230801,P040,C0097,R02,8,108.18,81.5,865.44
2623,20240407,P031,C0375,R04,6,360.1,199.58,2160.6
2624,20240311,P047,C0095,R03,6,175.98,109.93,1055.88
2625,20231010,P031,C0326,R01,1,360.1,199.58,360.1
2626,20240715,P047,C0074,R03,6,175.98,109.93,1055.88
2627,20240829,P040,C0336,R03,3,108.18,81.5,324.54
2628,20240407,P048,C0068,R03,6,211.76,145.97,1270.56
2629,20240211,P043,C0246,R03,6,201.16,114.83,1206.96
2630,20230329,P034,C0406,R01,2,466.74,320.55,933.48
2631,20230213,P024,C0077,R01,1,452.48,298.46,452.48
2632,20240405,P049,C0208,R01,3,57.48,35.39,172.44
2633,20231005,P026,C0372,R03,5,413.09,285.24,2065.45
2634,20241113,P016,C0254,R04,4,404.23,243.04,1616.92
2635,20240225,P047,C0221,R04,7,175.98,109.93,1231.86
2636,20241201,P013,C0262,R01,4,74.22,58.39,296.88
2637,20231219,P015,C0410,R04,8,490.49,345.6,3923.92
2638,20241126,P027,C0331,R04,7,84.46,49.62,591.22
2639,20240529,P004,C0344,R04,9,151.83,79.9,1366.47
2640,20241203,P016,C0477,R04,1,404.23,243.04,404.23
2641,20240921,P030,C0259,R04,5,147.33,94.16,736.65
2642,20230119,P044,C0308,R02,4,339.56,262.31,1358.24
2643,20230123,P030,C0074,R01,6,147.33,94.16,883.98
2644,20240217,P036,C0125,R03,1,369.88,186.86,369.88
2645,20230130,P003,C0188,R04,6,468.86,338.03,2813.16
2646,20230418,P022,C0254,R02,1,473.23,260.98,473.23
2647,20240102,P049,C0447,R03,1,57.48,35.39,57.48
2648,20231008,P022,C0321,R02,8,473.23,260.98,3785.84
2649,20230508,P050,C0308,R04,2,125.59,75.59,251.18
2650,20230817,P050,C0235,R04,6,125.59,75.59,753.54
2651,20230421,P049,C0474,R04,6,57.48,35.39,344.88
2652,20230516,P012,C0250,R04,6,326.31,239.73,1957.86
2653,20231228,P021,C0332,R03,8,32.41,23.88,259.28
2654,20230705,P004,C0398,R03,4,151.83,79.9,607.32
2655,20241017,P031,C0345,R02,3,360.1,199.58,1080.3
2656,20240806,P044,C0072,R01,6,339.56,262.31,2037.36
2657,20230509,P031,C0235,R04,4,360.1,199.58,1440.4
2658,20230918,P023,C0324,R02,2,80.45,45.34,160.9
2659,20240529,P020,C0156,R02,6,263.35,181.37,1580.1
2660,20240324,P015,C0455,R02,5,490.49,345.6,2452.45
2661,20230414,P023,C0394,R04,9,80.45,45.34,724.05
2662,20240427,P028,C0115,R04,6,28.68,21.15,172.08
2663,20230812,P016,C0313,R02,3,404.23,243.04,1212.69
2664,20240505,P037,C0228,R04,5,255.5,152.31,1277.5
2665,20240417,P021,C0322,R02,8,32.41,23.88,259.28
2666,20230110,P015,C0346,R03,9,490.49,345.6,4414.41
2667,20240209,P017,C0245,R04,8,431.41,265.08,3451.28
2668,20231029,P050,C0306,R03,3,125.59,75.59,376.77
2669,20230819,P037,C0014,R01,9,255.5,152.31,2299.5
2670,20241231,P013,C0016,R04,3,74.22,58.39,222.66
2671,20230307,P019,C0438,R01,8,169.19,131.69,1353.52
2672,20230422,P030,C0427,R02,9,147.33,94.16,1325.97
2673,20230113,P045,C0042,R04,7,348.35,226.7,2438.45
2674,20240128,P018,C0465,R04,4,186.22,134.15,744.88
2675,20240514,P014,C0110,R04,9,361.16,243.45,3250.44
2676,20240820,P036,C0278,R01,3,369.88,186.86,1109.64
2677,20230822,P036,C0324,R01,3,369.88,186.86,1109.64
2678,20240824,P020,C0019,R02,2,263.35,181.37,526.7
2679,20231110,P019,C0066,R03,3,169.19,131.69,507.57
2680,20240719,P045,C0167,R03,1,348.35,226.7,348.35
2681,20230112,P044,C0073,R01,4,339.56,262.31,1358.24
2682,20230728,P007,C0403,R04,8,484.2,305.9,3873.6
2683,20230114,P044,C0400,R03,5,339.56,262.31,1697.8
2684,20240924,P004,C0310,R03,2,151.83,79.9,303.66
2685,20240222,P034,C0409,R01,3,466.74,320.55,1400.22
2686,20240312,P002,C0112,R02,1,47.04,37.58,47.04
2687,20240112,P005,C0274,R01,2,347.75,175.99,695.5
2688,20230120,P010,C0407,R01,1,219.74,149.38,219.74
2689,20240809,P032,C0373,R04,2,281.99,195.71,563.98
2690,20230311,P042,C0085,R01,3,225.71,134.9,677.13
2691,20230730,P041,C0139,R04,1,275.86,159.33,275.86
2692,20230411,P013,C0039,R02,9,74.22,58.39,667.98
2693,20241128,P039,C0105,R04,5,158.36,117.81,791.8
2694,20230512,P005,C0324,R02,8,347.75,175.99,2782.0
2695,20240914,P010,C0281,R02,5,219.74,149.38,1098.7
2696,20240116,P010,C0447,R02,8,219.74,149.38,1757.92
2697,20230512,P038,C0480,R01,7,306.14,171.05,2142.98
2698,20230120,P027,C0414,R04,4,84.46,49.62,337.84
2699,20240619,P021,C0429,R03,7,32.41,23.88,226.87
2700,20230815,P008,C0123,R01,6,59.74,43.97,358.44
2701,20230603,P001,C0218,R02,3,497.64,256.53,1492.92
2702,20240413,P028,C0377,R03,9,28.68,21.15,258.12
2703,20240209,P049,C0061,R01,9,57.48,35.39,517.32
2704,20230721,P039,C0100,R03,5,158.36,117.81,791.8
2705,20230207,P014,C0307,R02,8,361.16,243.45,2889.28
2706,20230707,P021,C0354,R03,7,32.41,23.88,226.87
2707,20230226,P030,C0393,R03,9,147.33,94.16,1325.97
2708,20230120,P021,C0204,R02,7,32.41,23.88,226.87
2709,20230930,P049,C0258,R03,4,57.48,35.39,229.92
2710,20230429,P009,C0486,R01,4,253.9,197.29,1015.6
2711,20240805,P017,C0005,R03,8,431.41,265.08,3451.28
2712,20240530,P005,C0446,R04,6,347.75,175.99,2086.5
2713,20230809,P031,C0197,R01,9,360.1,199.58,3240.9
2714,20240609,P040,C0180,R03,7,108.18,81.5,757.26
2715,20240529,P038,C0342,R04,7,306.14,171.05,2142.98
2716,20241228,P043,C0133,R04,4,201.16,114.83,804.64
2717,20231202,P019,C0443,R04,3,169.19,131.69,507.57
2718,20241128,P036,C0324,R03,8,369.88,186.86,2959.04
2719,20230224,P050,C0253,R02,7,125.59,75.59,879.13
2720,20240514,P033,C0265,R04,4,63.32,50.52,253.28
2721,20240619,P013,C0093,R02,4,74.22,58.39,296.88
2722,20230611,P014,C0150,R01,1,361.16,243.45,361.16
2723,20241031,P033,C0411,R02,7,63.32,50.52,443.24
2724,20240816,P029,C0138,R02,1,362.55,269.17,362.55
2725,20230608,P043,C0208,R02,4,201.16,114.83,804.64
2726,20230707,P049,C0490,R02,3,57.48,35.39,172.44
2727,20230301,P036,C0125,R02,3,369.88,186.86,1109.64
2728,20231115,P044,C0234,R01,1,339.56,262.31,339.56
2729,20230730,P010,C0061,R01,4,219.74,149.38,878.96
2730,20240210,P031,C0307,R02,1,360.1,199.58,360.1
2731,20241025,P006,C0266,R02,8,175.67,125.75,1405.36
2732,20230419,P001,C0134,R04,1,497.64,256.53,497.64
2733,20230317,P007,C0318,R01,6,484.2,305.9,2905.2
2734,20240625,P027,C0113,R03,7,84.46,49.62,591.22
2735,20231110,P021,C0389,R01,2,32.41,23.88,64.82
2736,20230427,P028,C0378,R03,4,28.68,21.15,114.72
2737,20241204,P016,C0454,R04,3,404.23,243.04,1212.69
2738,20230119,P046,C0191,R02,9,32.5,22.65,292.5
2739,20240307,P023,C0379,R04,7,80.45,45.34,563.15
2740,20241115,P020,C0440,R02,2,263.35,181.37,526.7
2741,20231216,P038,C0187,R01,6,306.14,171.05,1836.84
2742,20230702,P025,C0319,R02,9,50.96,28.18,458.64
2743,20230423,P028,C0367,R03,3,28.68,21.15,86.04
2744,20230702,P005,C0089,R03,6,347.75,175.99,2086.5
2745,20240425,P021,C0187,R04,3,32.41,23.88,97.23
2746,20230526,P018,C0307,R01,3,186.22,134.15,558.66
2747,20240919,P047,C0434,R03,4,175.98,109.93,703.92
2748,20230423,P006,C0132,R04,9,175.67,125.75,1581.03
2749,20240420,P029,C0360,R01,8,362.55,269.17,2900.4
2750,20231030,P019,C0123,R01,1,169.19,131.69,169.19
2751,20230428,P033,C0048,R04,1,63.32,50.52,63.32
2752,20230610,P001,C0288,R03,7,497.64,256.53,3483.48
2753,20240205,P045,C0376,R03,3,348.35,226.7,1045.05
2754,20230717,P003,C0179,R04,7,468.86,338.03,3282.02
2755,20230917,P042,C0180,R03,9,225.71,134.9,2031.39
2756,20241021,P021,C0099,R04,3,32.41,23.88,97.23
2757,20230216,P035,C0330,R03,3,231.63,118.3,694.89
2758,20240203,P041,C0034,R03,2,275.86,159.33,551.72
2759,20241210,P040,C0420,R04,1,108.18,81.5,108.18
2760,20240712,P003,C0070,R04,9,468.86,338.03,4219.74
2761,20230319,P025,C0171,R03,6,50.96,28.18,305.76
2762,20230504,P045,C0366,R04,6,348.35,226.7,2090.1
2763,20230316,P038,C0272,R03,8,306.14,171.05,2449.12
2764,20230517,P045,C0059,R02,5,348.35,226.7,1741.75
2765,20240824,P020,C0181,R01,9,263.35,181.37,2370.15
2766,20240204,P044,C0019,R01,5,339.56,262.31,1697.8
2767,20240519,P045,C0226,R03,2,348.35,226.7,696.7
2768,20240514,P034,C0473,R01,6,466.74,320.55,2800.44
2769,20240726,P021,C0095,R03,9,32.41,23.88,291.69
2770,20230518,P048,C0369,R04,3,211.76,145.97,635.28
2771,20230219,P023,C0297,R02,4,80.45,45.34,321.8
2772,20240910,P006,C0081,R01,8,175.67,125.75,1405.36
2773,20240916,P013,C0175,R01,6,74.22,58.39,445.32
2774,20230911,P049,C0222,R04,7,57.48,35.39,402.36
2775,20240921,P023,C0103,R02,7,80.45,45.34,563.15
2776,20241210,P009,C0054,R02,4,253.9,197.29,1015.6
2777,20240716,P017,C0183,R02,6,431.41,265.08,2588.46
2778,20240301,P002,C0351,R04,9,47.04,37.58,423.36
2779,20240630,P019,C0403,R01,3,169.19,131.69,507.57
2780,20231029,P019,C0318,R01,8,169.19,131.69,1353.52
2781,20240803,P007,C0355,R02,7,484.2,305.9,3389.4
2782,20231215,P042,C0349,R04,4,225.71,134.9,902.84
2783,20230218,P042,C0443,R04,3,225.71,134.9,677.13
2784,20230315,P020,C0321,R04,7,263.35,181.37,1843.45
2785,20241204,P009,C0068,R02,9,253.9,197.29,2285.1
2786,20230918,P017,C0028,R04,3,431.41,265.08,1294.23
2787,20231222,P027,C0274,R02,9,84.46,49.62,760.14
2788,20240804,P047,C0282,R02,8,175.98,109.93,1407.84
2789,20240824,P002,C0360,R02,3,47.04,37.58,141.12
2790,20230917,P036,C0403,R03,8,369.88,186.86,2959.04
2791,20240929,P019,C0311,R02,4,169.19,131.69,676.76
2792,20231022,P017,C0119,R04,6,431.41,265.08,2588.46
2793,20241002,P005,C0380,R03,2,347.75,175.99,695.5
2794,20231109,P039,C0441,R01,8,158.36,117.81,1266.88
2795,20240903,P018,C0134,R01,9,186.22,134.15,1675.98
2796,20230701,P007,C0129,R04,7,484.2,305.9,3389.4
2797,20241116,P017,C0008,R04,8,431.41,265.08,3451.28
2798,20231230,P039,C0481,R04,7,158.36,117.81,1108.52
2799,20230707,P036,C0051,R04,4,369.88,186.86,1479.52
2800,20240722,P040,C0491,R03,1,108.18,81.5,108.18
2801,20240626,P045,C0341,R04,3,348.35,226.7,1045.05
2802,20240818,P004,C0472,R02,7,151.83,79.9,1062.81
2803,20241025,P038,C0281,R01,7,306.14,171.05,2142.98
2804,20240701,P025,C0175,R04,3,50.96,28.18,152.88
2805,20241225,P005,C0183,R02,1,347.75,175.99,347.75
2806,20240212,P030,C0192,R04,9,147.33,94.16,1325.97
2807,20240909,P012,C0249,R02,6,326.31,239.73,1957.86
2808,20240218,P004,C0235,R03,7,151.83,79.9,1062.81
2809,20231208,P024,C0083,R01,1,452.48,298.46,452.48
2810,20230808,P029,C0093,R01,1,362.55,269.17,362.55
2811,20230612,P009,C0373,R03,4,253.9,197.29,1015.6
2812,20230808,P004,C0394,R02,7,151.83,79.9,1062.81
2813,20230927,P024,C0312,R04,8,452.48,298.46,3619.84
2814,20240923,P014,C0268,R02,9,361.16,243.45,3250.44
2815,20240204,P005,C0417,R01,1,347.75,175.99,347.75
2816,20230701,P018,C0120,R03,4,186.22,134.15,744.88
2817,20240909,P042,C0071,R03,4,225.71,134.9,902.84
2818,20241229,P019,C0017,R02,3,169.19,131.69,507.57
2819,20230724,P012,C0253,R02,7,326.31,239.73,2284.17
2820,20240804,P018,C0445,R03,1,186.22,134.15,186.22
2821,20240709,P017,C0122,R01,9,431.41,265.08,3882.69
2822,20230816,P030,C0380,R04,8,147.33,94.16,1178.64
2823,20241126,P024,C0010,R04,2,452.48,298.46,904.96
2824,20240910,P011,C0287,R02,2,169.75,94.4,339.5
2825,20240818,P035,C0316,R03,8,231.63,118.3,1853.04
2826,20230907,P023,C0326,R03,1,80.45,45.34,80.45
2827,20240316,P017,C0273,R03,7,431.41,265.08,3019.87
2828,20240616,P001,C0306,R01,9,497.64,256.53,4478.76
2829,20230715,P015,C0293,R02,3,490.49,345.6,1471.47
2830,20241120,P032,C0210,R02,7,281.99,195.71,1973.93
2831,20240602,P009,C0446,R02,6,253.9,197.29,1523.4
2832,20230311,P015,C0218,R01,7,490.49,345.6,3433.43
2833,20240930,P028,C0241,R02,7,28.68,21.15,200.76
2834,20240203,P024,C0374,R04,1,452.48,298.46,452.48
2835,20241102,P035,C0464,R02,3,231.63,118.3,694.89
2836,20230722,P022,C0200,R02,1,473.23,260.98,473.23
2837,20230528,P027,C0216,R02,5,84.46,49.62,422.3
2838,20240416,P019,C0205,R01,3,169.19,131.69,507.57
2839,20241016,P045,C0413,R04,1,348.35,226.7,348.35
2840,20230718,P012,C0416,R04,2,326.31,239.73,652.62
2841,20240301,P020,C0216,R03,5,263.35,181.37,1316.75
2842,20241027,P001,C0080,R03,3,497.64,256.53,1492.92
2843,20240506,P021,C0267,R04,6,32.41,23.88,194.46
2844,20230522,P049,C0480,R02,9,57.48,35.39,517.32
2845,20231109,P045,C0390,R02,6,348.35,226.7,2090.1
2846,20230614,P001,C0379,R02,2,497.64,256.53,995.28
2847,20231110,P010,C0035,R01,2,219.74,149.38,439.48
2848,20230121,P047,C0289,R02,8,175.98,109.93,1407.84
2849,20230323,P032,C0018,R01,8,281.99,195.71,2255.92
2850,20240803,P039,C0165,R04,6,158.36,117.81,950.16
2851,20230511,P022,C0013,R02,7,473.23,260.98,3312.61
2852,20240821,P018,C0202,R02,1,186.22,134.15,186.22
2853,20241230,P048,C0229,R03,9,211.76,145.97,1905.84
2854,20231101,P046,C0346,R04,5,32.5,22.65,162.5
2855,20240106,P032,C0366,R02,9,281.99,195.71,2537.91
2856,20240119,P027,C0465,R01,2,84.46,49.62,168.92
2857,20240320,P028,C0448,R04,8,28.68,21.15,229.44
2858,20240229,P018,C0001,R03,7,186.22,134.15,1303.54
2859,20230610,P039,C0319,R04,4,158.36,117.81,633.44
2860,20230627,P049,C0217,R01,3,57.48,35.39,172.44
2861,20240920,P029,C0034,R03,4,362.55,269.17,1450.2
2862,20241208,P018,C0359,R01,4,186.22,134.15,744.88
2863,20240504,P044,C0266,R04,8,339.56,262.31,2716.48
2864,20231123,P008,C0128,R03,4,59.74,43.97,238.96
2865,20240820,P031,C0212,R01,5,360.1,199.58,1800.5
2866,20231016,P034,C0263,R04,2,466.74,320.55,933.48
2867,20240815,P007,C0312,R01,4,484.2,305.9,1936.8
2868,20241025,P036,C0080,R02,7,369.88,186.86,2589.16
2869,20240726,P018,C0165,R04,3,186.22,134.15,558.66
2870,20240726,P038,C0413,R03,1,306.14,171.05,306.14
2871,20231220,P009,C0252,R03,8,253.9,197.29,2031.2
2872,20230128,P009,C0012,R02,8,253.9,197.29,2031.2
2873,20230212,P046,C0401,R01,6,32.5,22.65,195.0
2874,20241111,P008,C0304,R01,7,59.74,43.97,418.18
2875,20240227,P035,C0212,R03,2,231.63,118.3,463.26
2876,20240820,P018,C0282,R01,5,186.22,134.15,931.1
2877,20230626,P005,C0112,R04,7,347.75,175.99,2434.25
2878,20240612,P014,C0211,R04,9,361.16,243.45,3250.44
2879,20240901,P028,C0378,R03,1,28.68,21.15,28.68
2880,20240508,P030,C0239,R04,3,147.33,94.16,441.99
2881,20230717,P004,C0268,R03,6,151.83,79.9,910.98
2882,20240901,P039,C0405,R01,7,158.36,117.81,1108.52
2883,20240730,P020,C0298,R01,6,263.35,181.37,1580.1
2884,20240531,P025,C0317,R01,1,50.96,28.18,50.96
2885,20240528,P028,C0058,R02,4,28.68,21.15,114.72
2886,20230122,P012,C0438,R03,6,326.31,239.73,1957.86
2887,20230422,P002,C0034,R04,8,47.04,37.58,376.32
2888,20230226,P043,C0263,R01,4,201.16,114.83,804.64
2889,20230307,P014,C0365,R02,7,361.16,243.45,2528.12
2890,20230408,P022,C0035,R04,3,473.23,260.98,1419.69
2891,20230524,P031,C0271,R04,8,360.1,199.58,2880.8
2892,20240310,P023,C0449,R04,1,80.45,45.34,80.45
2893,20240928,P048,C0474,R01,4,211.76,145.97,847.04
2894,20241109,P020,C0227,R04,8,263.35,181.37,2106.8
2895,20230327,P038,C0025,R03,4,306.14,171.05,1224.56
2896,20240810,P004,C0234,R02,2,151.83,79.9,303.66
2897,20231210,P015,C0059,R04,2,490.49,345.6,980.98
2898,20231021,P024,C0251,R04,4,452.48,298.46,1809.92
2899,20240724,P025,C0335,R03,4,50.96,28.18,203.84
2900,20241011,P001,C0086,R04,2,497.64,256.53,995.28
2901,20240902,P007,C0251,R01,7,484.2,305.9,3389.4
2902,20241204,P031,C0390,R01,6,360.1,199.58,2160.6
2903,20230831,P012,C0180,R01,3,326.31,239.73,978.93
2904,20240714,P042,C0207,R04,8,225.71,134.9,1805.68
2905,20230201,P005,C0344,R02,8,347.75,175.99,2782.0
2906,20240126,P044,C0149,R02,1,339.56,262.31,339.56
2907,20231004,P050,C0071,R04,3,125.59,75.59,376.77
2908,20240615,P042,C0121,R02,5,225.71,134.9,1128.55
2909,20230603,P038,C0253,R02,2,306.14,171.05,612.28
2910,20240118,P012,C0093,R04,5,326.31,239.73,1631.55
2911,20230309,P039,C0256,R01,3,158.36,117.81,475.08
2912,20230802,P018,C0254,R04,9,186.22,134.15,1675.98
2913,20241016,P002,C0352,R01,1,47.04,37.58,47.04
2914,20240111,P010,C0288,R01,4,219.74,149.38,878.96
2915,20230801,P015,C0309,R02,6,490.49,345.6,2942.94
2916,20230320,P030,C0059,R02,9,147.33,94.16,1325.97
2917,20241226,P044,C0069,R01,3,339.56,262.31,1018.68
2918,20240919,P017,C0446,R01,3,431.41,265.08,1294.23
2919,20240826,P004,C0388,R02,5,151.83,79.9,759.15
2920,20240116,P007,C0086,R03,7,484.2,305.9,3389.4
2921,20241110,P041,C0274,R01,5,275.86,159.33,1379.3
2922,20230227,P031,C0227,R01,8,360.1,199.58,2880.8
2923,20230126,P039,C0081,R01,5,158.36,117.81,791.8
2924,20240322,P034,C0498,R02,7,466.74,320.55,3267.18
2925,20230307,P006,C0114,R04,6,175.67,125.75,1054.02
2926,20230911,P050,C0184,R01,2,125.59,75.59,251.18
2927,20230213,P038,C0280,R01,3,306.14,171.05,918.42
2928,20230407,P045,C0322,R01,4,348.35,226.7,1393.4
2929,20240707,P034,C0397,R04,5,466.74,320.55,2333.7
2930,20230815,P044,C0318,R04,9,339.56,262.31,3056.04
2931,20241109,P015,C0054,R01,6,490.49,345.6,2942.94
2932,20240311,P014,C0399,R01,1,361.16,243.45,361.16
2933,20240823,P006,C0197,R03,3,175.67,125.75,527.01
2934,20240114,P050,C0387,R04,7,125.59,75.59,879.13
2935,20230627,P037,C0293,R03,8,255.5,152.31,2044.0
2936,20240302,P050,C0293,R01,7,125.59,75.59,879.13
2937,20241209,P032,C0485,R01,5,281.99,195.71,1409.95
2938,20231103,P003,C0387,R01,8,468.86,338.03,3750.88
2939,20240518,P003,C0447,R01,9,468.86,338.03,4219.74
2940,20230925,P022,C0291,R02,7,473.23,260.98,3312.61
2941,20240808,P022,C0180,R02,9,473.23,260.98,4259.07
2942,20230108,P010,C0471,R02,1,219.74,149.38,219.74
2943,20240522,P003,C0380,R03,9,468.86,338.03,4219.74
2944,20240420,P012,C0412,R04,3,326.31,239.73,978.93
2945,20231024,P029,C0222,R01,6,362.55,269.17,2175.3
2946,20230613,P048,C0274,R04,8,211.76,145.97,1694.08
2947,20240429,P017,C0378,R02,3,431.41,265.08,1294.23
2948,20240819,P007,C0244,R01,4,484.2,305.9,1936.8
